id,group_id,event_id,venue_id,venue_name,time,address,lat,lon
278,37994,267091137,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
279,37994,267278627,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
280,37994,267069311,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
281,37994,267004679,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
3022,52576,267119642,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
3023,52576,267142691,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
3024,52576,267248414,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
4115,110560,267119651,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
4116,110560,266919269,26758707,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
4117,110560,267142701,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
4118,110560,267248424,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
7264,125245,267087314,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
7265,125245,267273988,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
7266,125245,266801163,26290585,The World Bar,1577840400000,845 United Nations PlazaCorner 1st ave and east 48th,40.75252,-73.9677
7267,125245,267534713,26136720,Stout NYC ~ Grand Central,1577840400000,60 E 41st St,40.75161,-73.97882
7268,125245,267063333,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
7269,125245,266800943,26752486,Stout at Grand Central,1577840400000,2nd Floor 60 East 41st Street at Park Avenue ,40.751575,-73.9791
7270,125245,266999188,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
8827,188667,wbhlcryzqbnc,25569096,Ethyl's Alcohol & Food,1577754000000,1629 2nd Avenue,40.777073,-73.95266
9423,191073,267091134,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
9424,191073,267278591,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
9425,191073,267069308,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
9426,191073,267004674,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
10365,192000,267091178,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
10366,192000,267278395,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
10367,192000,267004702,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
10368,192000,267069248,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
10745,204655,nljfmqyzqbpc,2474551,Wall Street Chinese,1577836800000,32 Broadway # 1812,40.705933,-74.013023
12092,213982,267091159,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
12093,213982,267278215,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
12094,213982,267004646,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
12095,213982,267069215,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
13385,218324,267091170,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
13386,218324,267278286,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
13387,218324,267004677,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
13388,218324,267069244,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
14412,228267,267439350,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
15259,237101,266938327,26759834,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
16206,237462,267091060,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
16207,237462,267278443,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
16208,237462,267004623,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
16209,237462,267069282,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
18633,278104,267091175,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
18634,278104,267278335,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
18635,278104,267004684,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
18636,278104,266670311,26745316,The Sanctuary,1577844000000,851 Main St,40.76851,-73.94504
18951,291209,267474993,26197905,Washington Square Park,1577847600000,Washington Square,40.730885,-73.99733
19855,317159,267090506,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
19856,317159,267003147,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
19857,317159,267068643,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
21635,342580,lvllxqyzqbnc,19875162,Latin Moves Dance Studio,1577755800000,480 West Main Street,41.048309,-73.557785
21636,342580,zwddlryzqbpc,19875162,Latin Moves Dance Studio,1577842200000,480 West Main Street,41.048309,-73.557785
23997,344877,267091141,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
23998,344877,267278646,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
23999,344877,267069315,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
24000,344877,267534589,26136720,Stout NYC ~ Grand Central,1577840400000,60 E 41st St,40.75161,-73.97882
24001,344877,266800840,26347582,Stout at Grand Central,1577840400000,2nd Floor60 East 41st Street at Park Avenue,40.751575,-73.9791
24002,344877,266801065,26274219,The World Bar,1577840400000,845 United Nations PlazaCorner 1st ave and east 48th,40.75252,-73.9677
24003,344877,267004683,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
24004,344877,266670327,26745316,The Sanctuary,1577844000000,851 Main St,40.76851,-73.94504
24512,355348,rnwggqyzqbpc,25461884,United Nations Area,1577835000000,E 46 & 2nd Ave,40.752365,-73.970337
26677,364055,267087309,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
26678,364055,267274034,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
26679,364055,266999163,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754063,-73.99127
26680,364055,267093352,26113943,The Playwright (In The Private Upstairs Lounge),1577840400000,27 West 35th Street ,40.74987,-73.98536
26681,364055,266670299,26745316,The Sanctuary,1577844000000,851 Main St,40.76851,-73.94504
27394,368356,267116696,26213973,Broadway Comedy Club,1577847600000,318 W 53rd St,40.764378,-73.98562
28040,378676,267436783,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
29552,395891,267089452,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
29553,395891,266941033,26760018,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
29554,395891,267067257,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
29555,395891,267002766,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
30887,404437,266921745,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.75374,-73.98578
30888,404437,266556519,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
30889,404437,266416498,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
30890,404437,264929716,839416,"STITCH Lounge,",1577840400000,"247 West 37th Street, ",40.75393,-73.99112
31226,413427,267439174,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
32257,418253,267119644,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
32258,418253,266932767,26758707,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
32259,418253,267142693,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
32260,418253,267248417,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
33696,434790,267438021,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
34574,443233,267090537,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
34575,443233,267003142,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
34930,459568,qpwbcjyzqbpc,18064822,CRS (Center for Remebering & Sharing),1577836800000,"123 4th Ave, 2nd FL (between 12th and 13th St.)",40.733131,-73.989876
37255,490499,267088496,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
37256,490499,267275366,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
37257,490499,267000464,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
37258,490499,267095593,26114025,The Playwright (In The Private Upstairs Lounge),1577840400000,27 West 35th Street,40.74987,-73.98536
37351,490552,267437881,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
39205,495495,267091046,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
39206,495495,267534582,26136720,Stout NYC ~ Grand Central,1577840400000,60 E 41st St,40.75161,-73.97882
39207,495495,266800834,26347582,Stout at Grand Central,1577840400000,2nd Floor60 East 41st Street at Park Avenue,40.751575,-73.9791
39208,495495,266801039,26274219,The World Bar,1577840400000,845 United Nations PlazaCorner 1st ave and east 48th,40.75252,-73.9677
39209,495495,267004649,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
39670,501565,stwggqyzqbpc,25461884,United Nations Area,1577835000000,E 46 & 2nd Ave,40.752365,-73.970337
39671,501565,tlbplryzqbpc,14686372,At Your Location ,1577840400000,Anywhere,40.714352,-74.005974
41121,530404,qccrnyzqbnc,435308,Cosmos Tree,1577752200000,177 East 87th St. (between Lexington and Third Avenues),40.78,-73.95
41764,572464,brknfryzqbpc,26036687,East Harlem Neighborhood Health Action Center,1577804400000,158 E 115th St,40.797604,-73.9419
42669,610888,267461180,722241,Dutch Springs,1577806200000,4733 Hanoverville Rd,40.688426,-75.355572
43108,652285,267439413,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
44659,727520,dbhdmgyzqbnc,3928082,Hempstead Turnpike,1577755800000,Hempstead Turnpike,40.724587,-73.560707
44921,745184,267436590,26088154,Hudson Station,1577844000000,440 9th Ave,40.75367,-73.99549
45020,755458,267437635,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
45111,756158,267437088,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
45611,777589,267037980,412349,Binghamton Racquet Club,1577840400000,737 River Rd,40.821278,-73.97607
45855,787565,qdcqjqyzqbnc,346140,CRS (Center for Remembering & Sharing),1577752200000,"123 4th Ave, 2nd FL (between 12th & 13th streets)",40.733528,-73.989868
46514,819043,kqdwkpyzqbpc,346140,CRS (Center for Remembering & Sharing),1577833200000,"123 4th Ave, 2nd FL (between 12th & 13th streets)",40.73353,-73.98987
47681,841575,bqpbnpyzqbpc,2560321,"Tai Chi School of Westchester, est. 1978",1577833200000,"101 Pondfield Road West, 2nd Floor",40.945081,-73.843002
47682,841575,fsxbmryzqbpc,2560321,"Tai Chi School of Westchester, est. 1978",1577835900000,"101 Pondfield Road West, 2nd Floor",40.94508,-73.843002
49580,842661,267087319,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
49581,842661,267274029,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
49582,842661,267063026,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
49583,842661,266999195,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
51923,1052475,zfkgjryzqbpc,26640642,1 Willett Ave,1577833200000,1 Willett Ave,41.00211,-73.660286
52937,1080706,267437934,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
52938,1080706,267437972,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
53196,1100910,265795003,26690905,Royal Regency Hotel,1577840400000,165 Tuckahoe Rd,40.95536,-73.86353
54322,1101449,267089445,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
54323,1101449,266938232,26759817,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
54324,1101449,267095490,26114025,The Playwright (In The Private Upstairs Lounge),1577840400000,27 West 35th Street,40.74987,-73.98536
54325,1101449,267002768,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
54326,1101449,267170193,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
55859,1128237,rblvpqyzqbpc,352338,Brownstone Diner,1577790900000,426 Jersey Ave,40.716812,-74.048752
55860,1128237,267216650,24182693,Clock @ Grove PATH,1577804400000,324 Grove St,40.719635,-74.042641
56162,1150423,266906479,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.75374,-73.98578
56234,1150493,266906431,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.75374,-73.98578
56311,1150511,266906354,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.75374,-73.98578
57326,1189921,266670325,26745316,The Sanctuary,1577844000000,851 Main St,40.76851,-73.94504
58562,1192681,267119640,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
58563,1192681,267142687,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
58564,1192681,267248412,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
58884,1209438,267248425,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
61289,1235637,267119639,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
61290,1235637,266918806,26758707,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
61291,1235637,267248410,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
61292,1235637,267142686,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
62246,1250837,267273949,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
62247,1250837,267063336,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
62248,1250837,266999185,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
62662,1265637,wcntqyzqbkb,822807,Dublin House,1577838600000,30 Monmouth Street,40.349667,-74.06583
62873,1267257,267116709,26213973,Broadway Comedy Club,1577847600000,318 W 53rd St,40.764378,-73.98562
63978,1277871,267541004,273371,Veggie Heaven,1577840400000,473 Cedar Ln,40.889263,-74.02255
64168,1278406,wjmgsqyzqbnc,26046416,You Should Be Dancing...!,1577752200000,412 8th Ave,40.749996,-73.994736
1300,1286261,267091129,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
1301,1286261,267278581,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
1302,1286261,267069305,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
1303,1286261,267004668,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
3785,1325945,267379144,26169850,"Tír na Nóg, Times Square",1577844000000,315 W 39th St,40.75597,-73.99204
5536,1327916,qmpctmyzqbnc,4934922,Sharon Fit Belly Dance & Group Fitness Studio,1577752200000,29 Alden Street ,40.656704,-74.304276
5582,1329699,267214754,25582102,Nalandabodhi New York Use buzzer 4 for entry,1577847600000,"64 Fulton Street, Suite 400 (Use buzzer 4 for entry), New York, New York 10038, NY (edit map) ",0,0
5752,1331477,267248420,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
7947,1338658,267491060,801992,Mt. Beacon Trail Head,1577790600000,Rte 9D,41.49393,-73.96018
7948,1338658,266469463,26131555,Lafayette Place Campground,1577829600000,2 Franconia Notch State Park,44.14308,-71.68443
9080,1339645,267091169,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
9081,1339645,267278264,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
9082,1339645,267004670,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
9083,1339645,267069229,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
9084,1339645,267116726,26213973,Broadway Comedy Club,1577847600000,318 W 53rd St,40.764378,-73.98562
9801,1351538,fnzlfryzqbpc,24534234,Paris Baguette,1577829600000,"2568 Broadway, between West 96-97th Sts.",40.794106,-73.97171
12058,1395246,266773175,26067345,Rails Steakhouse,1577840400000,10 Whitehall Rd,40.92253,-74.34367
12387,1397926,xfcbmpyzqbpc,1530890,Battery Dance Company,1577838600000,380 Broadway # 5,40.718075,-74.002907
16058,1414748,267091026,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
16059,1414748,267534605,26136720,Stout NYC ~ Grand Central,1577840400000,60 E 41st St,40.75161,-73.97882
16060,1414748,267004656,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
16061,1414748,266800853,26347582,Stout at Grand Central,1577840400000,2nd Floor60 East 41st Street at Park Avenue,40.751575,-73.9791
16062,1414748,267069381,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
16063,1414748,266801107,26274219,The World Bar,1577840400000,845 United Nations PlazaCorner 1st ave and east 48th,40.75252,-73.9677
16064,1414748,266806650,26752888,Civic Club  ,1577844000000,34th St and Second Ave ,40.74479,-73.97588
16065,1414748,266670180,26745316,The Sanctuary,1577844000000,851 Main St,40.76851,-73.94504
16704,1425341,267385123,26073929,53 Prospect Park West,1577847600000,53 Prospect Park West,40.669247,-73.97338
18594,1440082,267091147,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
18595,1440082,267278676,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
18596,1440082,267069329,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
18597,1440082,267004690,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
19792,1442441,267091166,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
19793,1442441,267278224,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
19794,1442441,267004662,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
19795,1442441,267069224,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
20428,1446129,267511507,19546892,Brooklyn High School,1577805300000,300 Willoughby Ave,40.69261,-73.958824
20429,1446129,nxncmryzqbpc,12493272,McCarren Park,1577805300000,McCarren Park,40.719753,-73.95117
21308,1459021,gxmlsqyzqbpc,673589,St. Bartholomew's Church,1577835000000,82 Prospect St,41.019608,-73.773186
21766,1460770,267505883,26422214,Troy,1577840400000,675 Hudson St,40.740246,-74.00549
21767,1460770,267504043,26542884,Elevate Nightclub,1577844000000,512 W 42nd St,40.759796,-73.99647
22931,1461692,267087326,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
22932,1461692,267273939,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
22933,1461692,267095563,26114025,The Playwright (In The Private Upstairs Lounge),1577840400000,27 West 35th Street,40.74987,-73.98536
22934,1461692,266999182,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
23965,1476000,266670321,26745316,The Sanctuary,1577844000000,851 Main St,40.76851,-73.94504
24455,1478821,gncqlryzqbpc,5052012,EcoDogNYC,1577836800000,10 North 5th Street,40.71909,-73.962715
25347,1478833,267088513,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
25348,1478833,267275598,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
25349,1478833,267065110,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
25350,1478833,267000394,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
26285,1479612,266800927,26752486,Stout at Grand Central,1577840400000,2nd Floor 60 East 41st Street at Park Avenue ,40.751575,-73.9791
26286,1479612,266801155,26290585,The World Bar,1577840400000,845 United Nations PlazaCorner 1st ave and east 48th,40.75252,-73.9677
26287,1479612,267534698,26136720,Stout NYC ~ Grand Central,1577840400000,60 E 41st St,40.75161,-73.97882
27249,1486060,267234996,26775162,Smash Studios,1577826000000,307 W 36th St 18th floor,40.753963,-73.99293
28114,1490492,267091157,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
28115,1490492,267278214,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
28116,1490492,267004639,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
28117,1490492,267069209,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
29239,1492566,267090530,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
29240,1492566,266934945,26758707,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
29241,1492566,267068523,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
29242,1492566,267003104,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
30455,1494747,267091176,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
30456,1494747,267278359,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
30457,1494747,267093233,26113943,The Playwright (In The Private Upstairs Lounge),1577840400000,27 West 35th Street ,40.74987,-73.98536
30458,1494747,267004689,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
32769,1512152,267089444,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
32770,1512152,266938229,26759817,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
32771,1512152,267170163,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
32772,1512152,267095447,26114025,The Playwright (In The Private Upstairs Lounge),1577840400000,27 West 35th Street,40.74987,-73.98536
32773,1512152,267002772,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
33112,1518683,267437830,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
33118,1521608,qnqgmryzqbpc,1208908,Alexus Steakhouse,1577838600000,955 Valley Rd,40.868968,-74.190617
34930,1540833,267088507,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
34931,1540833,267275418,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
34932,1540833,267065143,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
34933,1540833,267000388,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
35409,1548636,fxszlryzqbpc,26772053,79 Franklin St,1577835000000,79 Franklin St,40.717716,-74.004623
36872,1552432,267089457,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
36873,1552432,266941104,26760027,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
36874,1552432,267170139,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
36875,1552432,267095401,26059350,Playwright Bar & Lounge (Upstairs),1577840400000,27 W 35th St.,40.74987,-73.98536
36876,1552432,267002760,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
37398,1559977,267248430,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
37806,1562938,grcktlyzqbpc,20709092,Health Success Center,1577836800000,27 Madison Avenue,40.92244,-74.07048
37989,1563446,266761632,26066591,Gramercy Theatre,1577840400000,127 E 23rd St,40.739876,-73.98496
38427,1569267,266670324,26745316,The Sanctuary,1577844000000,851 Main St,40.76851,-73.94504
39145,1572822,rzswqqyzqbpc,26130268,12 St Marks Pl,1577836800000,12 St Marks Pl,40.728992,-73.98932
39146,1572822,chkzpqyzqbpc,1399058,Hari NYC the Tree House,1577836800000,"140 W. 30th Street, 3rd Floor",40.747955,-73.991623
39526,1576097,267437857,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
39822,1580522,vcdklryzqbpc,1664371,Council Senior Center,1577813400000,241 West 72nd Street,40.779247,-73.98349
40470,1599597,267437029,26088154,Hudson Station,1577844000000,440 9th Ave,40.753822,-73.995735
41502,1611546,djnhlryzqbpc,26715803,Torsney/Lou Lodati Playground,1577790000000,41-15 Skillman Ave,40.747284,-73.921783
41503,1611546,sfdddpyzqbpc,1212759,Windmuller Park Track,1577836800000,52nd St and 39th Dr.,40.747285,-73.912138
42328,1616008,bttrxlyzqbpc,1220329,St. Francis Polish National Catholic Church,1577826900000,1752 Harton Avenue,40.711455,-73.557021
44549,1625480,mpcslryzqbnc,24938586,Upper 90 Queens,1577754000000,34-23 38th Street ,40.756321,-73.921883
44550,1625480,267248457,1594513,Murray Playground,1577802600000,21st and 45th road,40.747295,-73.94916
44551,1625480,jrbslryzqbpc,24938586,Upper 90 Queens,1577833200000,34-23 38th Street ,40.75632,-73.92188
46465,1640812,266324884,1265002,Dharmachakra Buddhist Center,1577836800000,2933 Vauxhall Road,40.7209,-74.2888
48932,1653073,267088516,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
48933,1653073,267275606,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
48934,1653073,dsccjgyzqbpc,1237694,Huntington Moose Lodge,1577838600000,631 Pulaski Rd  ,40.867254,-73.353499
48935,1653073,266934774,26758707,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
48936,1653073,267065064,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
48937,1653073,267000397,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
48938,1653073,267268753,26018971,The Mansion at Glen Cove,1577842200000,200 Dosoris Ln,40.885616,-73.62891
49192,1655566,nzdtbmyzqbpc,9608542,The Coworking Space,1577802600000,Second Floor,40.557598,-74.284599
50070,1656885,267090532,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
50071,1656885,266934884,26758707,Aura Light and Sound,1577838600000,1900 Hempstead Tpke,40.723553,-73.56595
50072,1656885,dqbqpdyzqbpc,1237694,Huntington Moose Lodge,1577838600000,631 Pulaski Rd  ,40.867254,-73.353499
50073,1656885,267003111,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
50074,1656885,267068522,26018497,The Playwright Irish Pub,1577840400000,27 W 35th St,40.74979,-73.98538
50364,1658101,267248427,26275189,STITCH Bar & Lounge,1577840400000,247 W 37th St,40.754047,-73.99144
50500,1661749,267088512,26244835,Croton Reservoir Tavern,1577836800000,108 W 40th St,40.753666,-73.985825
50501,1661749,267275594,26034125,World Bar,1577838600000,845 United Nations Plaza,40.752518,-73.96769
